fecha,hora_declarada,modelo,total_abordo,pasajeros_a_bordo,tripulacion_a_bordo,total_fallecidos,pasajeros_fallecidos,tripulacion_fallecidos,resumen,pais,tipo_operador,tipo_modelo
1996-11-23,15:00,Boeing B-767-260ER,175,163,12,127,117,10,aircraft hijacked shortly taking ethiopia three drunken escaped prisoners demanded flown australia wouldnt let pilot stop refuel plane eventually ran fuel ditched 500 feet offshore le galawa beach island grand comoros aparent plane fuel hijackers fought pilot control aircraft last seconds aloft left wing tip struck water plane crashed sea flipping least breaking several parts water shallow many passengers inflated safety vests prevented swimming cabin drowned,Comoros,Comerciales,Avion
1996-11-27,11:00,Ilyushin IL-76MD,23,19,4,23,19,4,aircraft crashed shortly takeoff overloaded,Russia,Militares,Avion
1996-11-30,10:00,de Havilland Canada DHC-6 Twin Otter 300,15,13,2,14,12,2,aircraft crashed mountain 5 minutes takeoff plane stalled trying clear mountain overloaded,Colombia,Comerciales,Avion
1996-12-07,15:00,CASA 212 Aviocar 100,17,15,2,16,14,2,experiencing no2 engine fire attempting return airport aircrafts wing struck building short runway,Indonesia,Comerciales,Avion
1996-12-09,18:00,Douglas C-47A,2,0,2,2,0,2,shortly takeoff crew reported right engine fire attempted return emergency landing cargo plane crashed right wing low cartwheeled burst flames short runway fire within right engine compartment undetermined cause pilotincommands failure maintain airspeed aircrafts minimum control speed factor contributing accident dark night environmental conditions,EE.UU,Comerciales,Avion
1996-12-17,00:00,Antonov AN-12,18,11,7,18,11,7,crashed 8km airfield taking strong winds heavy snow,Russia,Militares,Avion
1996-12-21,22:00,Antonov An-32B,4,1,3,4,1,3,cargo plane crashed short runway attempting land,Colombia,Comerciales,Avion
1996-12-22,18:00,McDonnell Douglas DC-8-63F,6,3,3,6,3,3,cargo plane struck mountainous terrain experiencing stall tests inappropriate control inputs applied flying pilot stall recovery attempt failure nonflying pilotincommand recognize address correct inappropriate control inputs failure airborne express establish formal functional evaluation flight program included adequate program guidelines requirements pilot training performance flights contributing cause accident inoperative stick shaker stall warning system airborne express dc8 flight training simulators inadequate fidelity reproducing airplanes stall characteristics,EE.UU,Comerciales,Avion
1996-12-24,10:00,Learjet 35A,2,0,2,2,0,2,cargo plane positioning flight struck rising terrain making approach land captains failure maintain situational awareness resulted airplane outside confines instrument approach crews misinterpretation stepdown fix passage resulted early descent rising terrain factors included captains misreading instrument approach procedure crews rushed incomplete instrument approach briefing failure use additional available navigational aids failure account winds altitude,EE.UU,Comerciales,Avion
1996-12-24,15:00,Hindustan Aeronautics 748-2,22,17,5,22,17,5,crashed en route pilot reported engine fire undetected cracks engine detected routine maintenance,India,Militares,Avion
1997-01-07,11:00,de Havilland Canada DHC-6 Twin Otter 300,5,3,2,3,2,1,crashed onto mountin high winds rain diverted another airport,Samoa,Comerciales,Avion
1997-01-09,15:00,Embraer 120RT Brasilia,29,26,3,29,26,3,approach attempting land runway 3r detroit metropolitan wayne county airport snowstorm aircraft went steep dive crashed field accident caused faas failure establish adequate aircraft certification standards flight icing conditions contributing accident flightcrews decision operate icing conditions near lower margin operating airspeed envelope flaps retracted comairs failure establish adequately disseminate unambiguous minimum airspeed values flap configurations flight icing conditions addition embraers manual aircraft specified correctly deicing boots activated soon icing occured pilots trained comairs manual specified waiting ice 12 inch thick,EE.UU,Comerciales,Avion
1997-01-29,23:00,de Havilland Canada DHC-4A Caribou,2,0,2,1,0,1,en rote plane experienced engine trouble crew decided divert sparrevohn attempting land plane encountered strong turbulence surrounding mountains although full power applied good engine plane crashed terrain loss right engine propeller control oil led overspeed right engine propeller necessitated shutdown right engine failure pilot maintain adequate altitudedistance terrain visual approach precautionary landing alternate airport factors relating accident fluctuation left engine power premature lowering airplane flaps encounter adverse weather conditions including high winds severe turbulence whiteout conditions approach,EE.UU,Comerciales,Avion
1997-01-31,00:00,Embraer 110P1A Bandeirante,16,13,3,5,2,3,holding pattern hour plane hit trees power line crashed 700m short runway failure maintain aircraft minimum descent altitude aircraft positioned final landing phase,Nigeria,Comerciales,Avion
1997-02-01,14:00,Hawker Siddeley HS-748-353 Srs.2a,52,49,3,25,22,3,aircraft crashed shortly taking fromtambacoumba losing power left engine fuel contamination,Senegal,Comerciales,Avion
1997-02-02,17:00,CASA 212 Aviocar 200,37,33,4,37,33,4,plane took luanda bound cafunfo northeastern angola disappeared en route witnesses later stated plane appeared trouble flying low altitude crashed,Angola,Comerciales,Avion
1997-02-04,19:00,Sikorsky CH53D / Sikorsky CH53D,73,0,0,73,0,0,two military helicopters crashed taking darkness killing aboard,Israel,Militares,Avion
1997-02-14,12:00,Boeing B-737-2C3,52,46,6,1,0,1,aircraft touched hard right main landing gear collapsed causing plane veer right end wooded area first officer killed,Brazil,Comerciales,Avion
1997-02-19,03:00,IAI 1124 Westwind,5,4,1,5,4,1,flew mountain approach,Guatemala,Comerciales,Avion
1997-03-12,00:00,Antonov AN-12B,16,12,4,16,12,4,crashed short runway dense fog attempting land second time lucapa,Angola,Comerciales,Avion
1997-03-13,18:00,Lockheed C-130HF,88,80,8,88,80,8,plane carrying military personnel families crashed 24 miles ne mashhad binalud heights pilot reported engine failure prior crash,Iran,Militares,Avion
1997-03-18,10:00,Antonov AN-24RV,50,44,6,50,44,6,aircraft lost altitude fl 197 crashed forest en route stavropol russia trabzon turkey reports indicated inflight fire explosion led separation tail section prior crash superficial mechanical inspection aircraft carried without use monitoring instruments subsequent unjustified decision extend time overhauls inadequate monitoring determine state structural elements detect presence corrosion hardtoreach areas floor fuselage failure carry prescribed anticorrosion measures aircraft structure overhaul,Russia,Comerciales,Avion
1997-04-01,00:00,Lockheed C-130H Hercules,10,0,0,3,0,0,landing aircraft overran runway hit concrete drainage ditch fence came rest highway caught fire,Honduras,Militares,Avion
1997-04-04,00:00,Aviation Traders ATL-98 Carvair,2,0,2,2,0,2,positioning flight taking plane suffered engine failure overran runway crashed vacant building,Georgia,Comerciales,Avion
1997-04-10,20:00,Cessna 208B Caravan I,5,4,1,5,4,1,making two approaches pilot decided head back departure airport flew north altitude beneath minimum radar coverage plane impacted frozen arctic ocean right bank 60 degree nosedown attitude pilots intentional vfr flight instrument meteorological conditions failure maintain altitude clearance terrain contributing factor weather conditions,EE.UU,Comerciales,Avion
1997-04-14,00:00,Fokker F-27 Friendship 600,7,4,3,3,0,3,cargo plane became airborne soon lost altitude crashed ground burst flames,Congo,Comerciales,Avion
1997-04-15,00:00,Yakovlev 40,6,0,6,6,0,6,stray bullet training soldiers struck landing plane hitting oxygen cylinder fire broke control plane lost crashed,Azerbaijan,Comerciales,Avion
1997-04-16,00:00,Lockheed C-130H Hercules,14,0,0,14,0,0,crashed engine fire,Niger,Militares,Avion
1997-04-19,07:00,British Aerospace ATP,53,48,5,15,11,4,final stage visual approach one aircrafts engines failed crew failed correctly identify problem flight regime propeller autofeather approach continued however aircraft descended 2000ft power applied start goaround control lost aircraft crashed,Indonesia,Comerciales,Avion
1997-04-23,18:00,Antonov AN-26,36,0,0,36,0,0,transport crashed mountain,Afghanistan,Militares,Avion
1997-05-08,21:00,Boeing B-737-31B,74,65,9,35,33,2,aircraft touched hard causing nosegear collapse pilot chose goaround aircraft climbed away shortly pilot declared emergency attempted land runway opposite direction aircraft crashed runway broke caught firethe accident happened poor weather heavy rain associated local thunderstorm activity,China,Comerciales,Avion
1997-06-06,07:00,Vickers Viscount 781D,27,20,7,27,20,7,crashed shortly taking fire cabin,Congo,Comerciales,Avion
1997-06-10,00:00,Harbin Yunshuji Y-12 II,12,10,2,7,7,0,aircraft crashed attemping land windshear lack windshear equipment airport,Mongolia,Comerciales,Avion
1997-07-03,03:00,Fokker F-27 Friendship 200,2,0,2,2,0,2,shortly taking cargo plane crashed ocean pilot lost control encountered severe weather conditions soon taking,India,Comerciales,Avion
1997-07-06,00:00,Mil Mi-17 (helicopter),29,25,4,25,21,4,shot rebels,Colombia,Militares,Helicoptero
1997-07-09,09:00,Fokker 100,60,55,5,1,1,0,explosion caused explosive decompression sixfoot hole side fuselage one passenger sucked killed small bomb containing 7 ounces explosives placed passenger seat reported police believed bomb planted part failed suicide attempt one passengers,Brazil,Comerciales,Avion
1997-07-11,21:00,Antonov AN-24,44,39,5,44,39,5,plane crashed ocean 4 miles coast shortly takeoff possible failure left engine takeoff,Cuba,Comerciales,Avion
1997-07-17,11:00,Fokker F-27 Friendship 600,50,45,5,30,25,5,aircraft developed engine trouble left engine caught fire shortly taking attempting make emergency landing sulaiman afb plane clipped roof tops housing project crashed nearby field,Indonesia,Comerciales,Avion
1997-07-18,10:00,de Havilland Canada DHC-6 Twin Otter 300,4,3,1,2,1,1,crashed mt yasirua poor weather navigational error published instrument flying procedures gps used primary navigation,Guinea,Comerciales,Avion
1997-07-29,00:00,BAC One-Eleven 203AE,55,49,6,1,0,1,overshot runway heavy rain came rest brush,Nigeria,Comerciales,Avion
1997-07-30,10:00,Aerospatiale ATR-42-512,17,14,3,1,0,1,aircraft touched excessive speed far runway threshold bounced twice overran runway,Italy,Comerciales,Avion
1997-08-07,12:00,McDonnell Douglas DC-8-61F,4,1,3,4,1,3,immediately taking plane went nosehigh attitude stalled crashed ground probable cause accident resulted airplane misloaded produce aft center gravity correspondingly incorrect stabilizer trim setting precipitated extreme pitchup rotation 1 failure fine air exercise operational control cargo loading process 2 failure aeromar load airplane specified fine air contributing accident failure faa adequately monitor fine airs operational control responsibilities cargo loading failure faa ensure known cargorelated deficiencies corrected fine air,EE.UU,Comerciales,Avion
1997-08-10,08:00,Dornier DO-228-212,16,14,2,16,14,2,aircraft flew mountain exploded flames missed approach executing goaround rain high winds pilot turned right instead left initiating goaround,Taiwan,Comerciales,Avion
1997-08-29,00:00,Pilatus PC-6 Turbo Porter / Cessna 206,12,10,2,12,10,2,collided cessna 206 ob1450 crashed 3 miles airfield six killed pilatus 6 cessna,Venezuela,Comerciales,Avion
1997-09-03,14:00,Tupolev TU-134,66,60,6,65,59,6,plane flight ho chi minh city phnom penh crashed making approach pochentong international airport heavy rain plane clipped palm trees exploded flames crashing rice paddy onehalf mile runway survivor oneyearold boy pilot error captain failed heed warnings flight engineer first officer plane flying low failed abort landing,Cambodia,Comerciales,Avion
1997-09-06,19:00,Dornier 228-212,10,8,2,10,8,2,struck tree tops crashed lambir hill approach land miri,Malaysia,Comerciales,Avion
1997-09-13,17:00,Tupolev TU-154M / C-141 Starlifter,33,23,10,33,23,10,midair collision 39000 ft tupolev 154 aircraft flying wrong cruise altitude caused midair collision twentyfour killed aboard tupolev 9 aboard c141 contributing factors included weak flightfollowing procedures luanda atc poor regional ground communications,Namibia,Militares,Avion
1997-09-26,13:00,Airbus A300-B4-200,234,222,12,234,222,12,aircraft crashed mountainous terrain 15 minutes due land medan flight jakarta aircraft crashed 20 miles airport combination atc errors directing plane wrong direction mountainous terrain crew setting using instruments incorrectly contributing accident impared visibility due smoke forest fires area,Indonesia,Comerciales,Avion
1997-10-08,07:00,Cessna 208B Caravan I,9,8,1,9,8,1,collided terrain 9900 foot level uncompahgre plateau pilots failure maintain sufficient airspeed undetermined reasons maneuvering airplane near maximum gross weight aft center gravity near instrument meteorological conditions resulted loss control entry stallspin,EE.UU,Comerciales,Avion
1997-10-10,22:00,McDonnell Douglas DC-9-32,74,69,5,74,69,5,aircraft crashed near nuevo berlin town banks uruguay river changing route avoid heavy rain hail crater 25 feet deep crater created plane crashed earth icing pitot tubes pitot tubes froze aircraft passed 49000 ft giving false speed readings leading loss control aircraft,Uruguay,Comerciales,Avion
1997-10-10,00:00,Lockheed C-130H Hercules,5,0,5,5,0,5,crashed poor weather goaround,Taiwan,Militares,Avion
1997-10-12,17:00,Rutan Long EZ (experimental aircraft),1,0,1,1,0,1,aircraft finished performing 3 touchandgo landings monterey peninsula airport shortly taking fourth time witnesses heard engine make popping noises bank right pitch go steep dive 500 foot altitude crash sea 150 yards offshore singer john denver 53 piloting plane killed denver experienced pilot 2800 flying hours little hour experimental plane accident caused inadvertent application right rudder pilot attempted manipulate fuel selector handle unmarked fuel selector handle aircraft located hard reach area behind pilots left shoulder instead legs required removing harness reaching behind turning around inadvertently pressed planes right rudder pedal causing aircraft roll go dive contributing factors denver took little fuel one tank led necessity switching backup tank also difficult determine much fuel tanks due unmarked fuel quantity sight gauge,EE.UU,Privados,Avion
1997-10-29,00:00,Yakovlev YAK-40,26,20,6,2,2,0,crashed landing attempt,Afghanistan,Comerciales,Avion
1997-11-08,08:00,Cessna 208B Caravan I,8,7,1,8,7,1,minutes takeoff distress call received aircraft ditched sea 200 yards offshore pilots disregard lateral fuel loading limits improper removal frost prior takeoff resulting inadvertent stallspin factors involved accident improper asymmetrical fuel loading reduced lateral aircraft control selfinduced pressure takeoff time pilot inadequate surveillance company operations company management,EE.UU,Comerciales,Avion
1997-12-05,14:00,Antonov AN-124-100,23,17,6,23,17,6,military aircraft bound vladivostok crashed residential neighborhood twenty seconds taking four engines failed computer system began shutting shortly takeoff design flaw led uncoordinated operation highpressure compressors,Russia,Militares,Avion
1997-12-09,15:00,Embraer 110P1 Bandeirante,17,15,2,4,3,1,crashed second approach right approach path aircraft manoeuvred low level marginal weather descended abrupt turn flew controlled flight terrain crew procedural error aircraft 1000 pounds heavier maximum allowable weight gps installed aircraft approved primary navigational aid,Canada,Comerciales,Avion
1997-12-13,17:00,Swearingen SA-226T Metro II,19,17,2,10,9,1,take shortly landing gear retracted one aircrafts engines lost power propeller autofeathered aircraft rolled right struck trees crashed inverted,Bolivia,Comerciales,Avion
1997-12-15,18:00,Tupolev TU-154,86,77,9,85,77,8,aircraft crashed burned making attempt land number errors crew resulted acccident maintaining height indicated last contact atc following instructions atc crew fatigue turbulence area contributed accident,United Arab Emirates,Comerciales,Avion
1997-12-17,19:00,Yakovlev YAK-42,70,62,8,70,62,8,aircraft crashed mt olympus approaching salonica second attempt land plane holding 3300 feet due heavy traffic tower tapes indicate missed approach crew reported heading north actually heading west investigation revealed crew poor training flew low didnt know use radar equipment failed declare emergency missed landing strip second crash occurred c130 transport plane way pick troops assist search crashed pastra mountain,Greece,Comerciales,Avion
1997-12-19,16:00,Boeing B-737-300,104,97,7,104,97,7,plane disappeared radar screens shortly crashed musi river plane almost brandnew cruising good weather experienced crew suddenly left normal flight 35000 feet crashed high rate speed sumatran jungle right wing parts rudder separated aircraft crashed indonesian national transportation committee found insufficient evidence find cause accident us national transportation safety board strongly disagreed stated jets cockpit voice recorder intentionally disconnected flight controls placed nosedown position likely captain us ntsb stopped short using term suicide dissenting report made clear believed crash result actions captain july 2004 california jury found manufacturer pcu valve controls rudder responsible accident valve located showed defects may led rudder hardover,Indonesia,Comerciales,Avion
1997-12-20,00:00,Lockheed C-130H Hercules,5,0,5,5,0,5,crashed pastra mountains searching wreckage aerosweet yak42 missing,Greece,Militares,Avion
1997-12-27,00:00,Antonov An-72,5,0,5,5,0,5,went missing en route may shot,Angola,Comerciales,Avion
1997-12-31,07:00,Britten Norman BN-2A Trislander,10,9,1,10,9,1,crashed dense jungle 4 miles short destination heavy fog,Panama,Comerciales,Avion
1998-01-13,18:00,Let 410UVP,2,0,2,2,0,2,fog low visibility forced plane divert divert brno missed approach aircraft crashed 35 km short runway threshold destroyed,Czech Republic,Comerciales,Avion
1998-01-13,22:00,Antonov AN-12BP,51,45,6,51,45,6,aircraft flight kandahar herat forced return kandahar poor weather crashed mountain 70 miles north quetta khojak pass last message pilot running low fuel crashed due fuel starvation,Pakistan,Militares,Avion
1998-01-27,11:00,Fokker F-27 Friendship 600,45,41,4,16,15,1,aircraft crashed takeoff 2 engine failed caused aircraft swerve runway crash embankment burst flames,Myanmar,Comerciales,Avion
1998-02-02,11:00,McDonnell Douglas DC-9-32,104,99,5,104,99,5,flight 387 originated manila flight tacloban cagayan de oro aircraft crashed approach cagay de oro remote mountainous area wreckage found near town pagalungan ne cagay de oro last radio message pilot leveling 5000 feet sir cockpit voice recorder revealed gpws warned terrain dozen times impact crew apparently got lost cloud never realizing headed mountain pilot error inadequate training standards deficient equipment,Philippines,Comerciales,Avion
1998-02-03,15:00,Grummand EA-6B,2,0,2,0,0,0,aircraft struck severed cable gondola causing fall 300 ft ground killing 20 board plane landed safely negligence crew flying speed limit well prescribed minimum altitude area,Italy,Militares,Avion
1998-02-04,22:00,Antonov 12BP,7,0,7,7,0,7,shortly taking plane lost power 3 engine followed 4 engine plane rolled right stalled entered spin crashed,Portugal,Comerciales,Avion
1998-02-05,12:00,CASA 212-S1 Aviocar 100,5,0,5,5,0,5,crashed los hoyos mountains military training flight,Spain,Militares,Avion
1998-02-12,08:00,Antonov AN-32,57,50,7,27,24,3,overshot runway heavy fog crashed sobat river,Sudan,Militares,Avion
1998-02-16,20:00,Airbus A300-622R,196,182,14,196,182,14,aircraft attempting land taipeis international airport rain fog crew requested goaround plane crashed residential neighborhood ripping roofs several structures skidding rice paddy bursting flames dfdr data showed complete autopilot disengagement landing clearance followed attempted manually flown goaround falling airspeed pitchup 40 degrees followed gain 1000 feet altitude total stall dive resulting impact ground pilot error,Taiwan,Comerciales,Avion
1998-03-10,16:00,Boeing 707-336C,6,0,6,6,0,6,cargo plane struck approach lights took runway 3 struck hill disintegrated,Kenya,Comerciales,Avion
1998-03-18,19:00,Saab340B,13,8,5,13,8,5,aircraft crashed sea 11 km hsinchu shortly taking hsinchu instrument failure loss power aircrafts right engine turbulence,Taiwan,Comerciales,Avion
1998-03-19,14:00,Boeing B-727-228,45,32,13,45,32,13,plane descending landing kabul visual struck 3000 ft sharhi baranta mountain 300 feet summit dense fog rain,Afghanistan,Comerciales,Avion
1998-03-22,19:00,Airbus A.320-214,127,121,6,0,0,0,aircraft overran 6888 ft runway went concrete perimeter fence crossed small river hit karaoke house stopping near market plane legally released manila 1 reverser deactivated plane landed midrunway crew incorrectly used 2 reverser try stop plane causing veer right 2 engine set forward thrust steering plane back runway goaround attempted late aircraft overran runway,Philippines,Comerciales,Avion
1998-03-28,09:00,Antonov AN-32,55,50,5,22,22,0,peruvian air force plane carrying villagers stranded flooding crashed attempting land piura airport pilot tried glide plane losing engine crashed near shantytown 2 kilometers airport plane began losing altitude engine failed crashed drainage canal broke two engine failure,Peru,Comerciales,Avion
1998-03-31,00:00,Convair CV-240-53,4,0,4,2,0,2,shortly taking cargo plane experienced fire 2 engine plane crashed attempting make emergency landing road,Mexico,Comerciales,Avion
1998-04-20,16:00,Boeing B-727-230,53,43,10,53,43,10,aircraft leased tame crashed atop fog covered cerro el cable mountain exploded flames three minutes taking bogotas el dorado airport aircraft leased air france tame airlines crew turn proper direction reaching romeo nondirectional beacon even though flight crew acknowledged air traffic controllers warning course,Colombia,Comerciales,Avion
1998-05-05,21:00,Boeing B-737-282,88,81,7,75,69,6,aircraft chartered los angelesbased occidental petroleum corporation plane crashed light rain final approach swampy area three miles short andoas reports lightning flash preceding accident,Peru,Comerciales,Avion
1998-05-12,19:00,Xian Yunshuji Y-7-100C,42,35,7,39,32,7,crashed shortly taking sandstorm,Mauritania,Militares,Avion
1998-05-25,10:00,Yakovlev YAK-40,26,20,6,26,20,6,aircraft struck jungle covered mountain 1800m making premature descent land heavy rainstorm,Laos,Militares,Avion
1998-05-25,00:00,Bell 206L-3,5,4,1,5,4,1,helicopters skids contacted hightension static ground wire 150 feet ground pilots failure maintain altitude operating adverse weather contributing factor incoming fog high tension static wire,EE.UU,Comerciales,Avion
1998-05-26,09:00,Harbin Yunshuji Y-12 II,28,26,2,28,26,2,aircraft crashed side mountain 2800m 13 minutes taking erdenet plane designed carry maximum 19 passengers carring 26 overloaded,Mongolia,Comerciales,Avion
1998-06-18,07:00,Swearingen SA-226TC Metroliner II,11,9,2,11,9,2,flight 420 took montreals dorval airport flight peterborough 12 minutes take altitude 12500 feet crew advised atc hydraulic problem requested clearance return dorval crew advised atc left engine shut fire crew decided proceed mirabel international airport crew advised atc engine fire final runway 24 crew advised atc left engine fire landing gear extended short final aircraft runway left wing broke upwards fuselage inverted struck runway slid 2500 feet came rest left side runway pc crew realize pull left extended takeoff run due left brakes dragging led overheating brake components dragging caused overheating leakage probably one piston seals retain brake hydraulic fluid hydraulic fluid leaked onto hot brake components fluid caught fire initiated intense fire left nacelle leading failure main hydraulic system l wing ovht light went overheating problem appeared corrected however fire continued burn crew never realized problems associated fire wheel well realize serious situation left wing weakened wingengine fire failed rendering aircraft uncontrollable,Canada,Comerciales,Avion
1998-06-25,09:00,Eurocopter AS-350-BA,6,4,2,6,4,2,helicopter impacted mountain sightseeing trip pilots decision continue vfr flight deteriorating weather conditions consisting lowering ceilings visibility mountainous terrain resulted inadvertent entry instrument meteorological conditions collision mountainside factor accident failure chief pilot directly observed deteriorating weather conditions direct following pilots avoid area,EE.UU,Comerciales,Avion
1998-07-13,23:00,Ilyushin 76MD,8,0,8,8,0,8,cargo plane lifted runway slowly sank impacted sea plane grossly overloaded,United Arab Emirates,Comerciales,Avion
1998-07-16,21:00,Rockwell Sabreliner 60,3,1,2,3,1,2,cargo plane crashed short runway,Argentina,Comerciales,Avion
1998-07-17,04:00,Ilyushin II-76,10,1,9,10,1,9,ils approach cargo plane struck hill,Eritrea,Comerciales,Avion
1998-07-23,00:00,Shorts SC-7 Skyvan 3-100,4,0,4,4,0,4,aircraft crashed volcano,Mexico,Militares,Avion
1998-07-27,00:00,Consolidated PBY-5A Catalina,18,14,4,4,2,2,plane flying lower 500 ft prior attempting land missed attempt plane landed water soon water entered cockpit plane broke possible collision debris caused doors collapse inward,England,Comerciales,Avion
1998-07-28,00:00,Swearingen SA.227AC Metro III,2,0,2,2,0,2,training flight crew cargo plane stopped one engine stalled crashed loss control aircraft due excessive reduction speed low height extended landing gear intermediate flap position right engine stopped propeller pitch close feather,Spain,Comerciales,Avion
1998-07-29,16:00,Embraer 110 Bandeirante,24,22,2,5,4,1,aircraft ditched manacapuru river en route tefe manaus pilot reported engine problem 20 minutes earlier,Brazil,Comerciales,Avion
1998-07-30,15:00,Beechcraft 1900D / Cessna 177,15,12,3,15,12,3,midair collision beechcraft flight lyon lorient approaching lorient requested permission fly ocean liner norway circling norway collided cessna one killed aboard cessna 14 aboard beechcraft pilots beechcraft decided deviate course order give passengers view ocean liner le france unusual forbidden also descended 2000 feet level radar detection planes approached within blind spots failure pilots see avoid vfr conditions,France,Privados,Avion
1998-07-30,11:00,Dornier 228-201,6,3,3,6,3,3,shortly taking plane pitched stalled crashed ground pitchup caused uncommanded downward movement horizontal stabilizer due partial detachment actuator forward bearing support fitting due noninstallation required hilok fasteners,India,Comerciales,Avion
1998-08-04,17:00,de Havilland Dash-2 Beaver,5,4,1,5,4,1,pilot made three low passes water attempt land kincolith fourth approach aircraft touched apparently controlled manner skipped water surface floats dug water followed right wing severed fuselage water impact aircraft quickly overturned came rest inverted bottom floats visible five occupants drowned touchdown floats struck water caused flying attitude pilot could control right wing dug aircraft overturned contributing accident conflicting wind water conditions time occurrence,Canada,Comerciales,Avion
1998-08-11,00:00,Antonov An-12BP,13,6,7,1,0,1,blew tire landing causing plane run runway crash,Angola,Comerciales,Avion
1998-08-19,16:00,Cessna 402C,10,9,1,5,4,1,en route aircraft experienced double engine failure plane ditched foveaux strait five passengers rescued four passengers pilot lifejackets survive double engine failure possibly related fuel management,New Zealand,Comerciales,Avion
1998-08-21,11:00,de Havilland Canada DHC-6 Twin Otter 300,18,15,3,18,15,3,aircraft crashed remote mountainous area elevation 12000 feet flight jomsom potokari radio contact lost 5 minutes takeoff jomson,Nepal,Comerciales,Avion
1998-08-24,16:00,DC-3-65TP,2,0,2,1,0,1,cargo plane took steep angle rolled left crashed burned taking elevator trim set full noseup position resulted nose aircraft pitching rotation causing pilot lose control aircraft,South Africa,Comerciales,Avion
1998-08-24,08:00,Fokker F-27 Friendship 600,44,40,4,44,40,4,aircraft flight rangoon tachilek diverted heho due poor weather conditions aircraft reported missing wreckage found payakha mountain near manibagi five days officials announced plane crashed effort made hide accident reports survived crash tortured murdered nearby villagers thought military plane,Myanmar,Comerciales,Avion
1998-08-29,13:00,Tupolev TU-154M,91,77,14,70,56,14,aircraft crashed burned takeoff quito crew tried failed twice take third attempt plane struggled gain altitude rising feet settled back earth plowing past end runway crashing auto body shop coming rest soccer field accident caused late decision crew abort takeoff,Ecuador,Comerciales,Avion
1998-09-02,21:00,McDonnell Douglas MD-11,229,215,14,229,215,14,aircraft flight jfk airport new york geneva switzerland crew reported smoke cockpit requested emergency landing halifax plane began dumping fuel preparing emergency landing disappeared radar crashed atlantic ocean southwest halifax fire entertainment system wiring started hidden area cockpit ceiling arcing ignited cover material made thermal insulation blankets set inflight fire spread increased intensity led loss aircraft determined aircraft certification standards material flammability time accident inadequate dr jonathan mann researcher fight aids joseph lamotta son boxing champion jake lamotta killed crash,Canada,Comerciales,Avion
1998-09-02,00:00,Antonov AN-26,24,20,4,24,20,4,shot unita rebels 30 minutes taking,Angola,Comerciales,Avion
1998-09-09,10:00,de Havilland Dash-2 float plane,5,4,1,5,4,1,plane crashed attempting cross mountain pass following two company airplanes conditions described five seven miles visibility 700 feet ceilings clouds hanging mountainsides misty rain pilots failure maintain adequate airspeed resulted inadvertent stall unfamiliarity geographic area low clouds becoming disoriented blind canyon flew audible stall warning circuit breaker found pulled disabled position,EE.UU,Comerciales,Avion
1998-09-10,00:00,Lockheed C-130B Hercules,5,0,5,5,0,5,aircraft returning ramp brakes fire struck another aircraft caught fire,Pakistan,Militares,Avion
1998-09-29,13:00,Antonov AN-24RV,55,48,7,55,48,7,ten minutes taking jaffna plane disappeared radar aircraft crashed sea 35 nm north mannar plane shot ltte liberation tigers tamil eelam rebels,Sri Lanka,Comerciales,Avion
1998-10-02,09:00,Douglas DC-3C,27,24,3,1,0,1,sightseeing plane flight angel falls crashed short runway swamp,Venezuela,Comerciales,Avion
1998-10-10,00:00,Boeing B-727-30,41,38,3,41,38,3,aircraft crashed jungle rear engine hit russian sa7 missile fired tutsi rebel forces shortly plane took kindu airport bound kinshasa,Congo,Comerciales,Avion
1998-10-21,13:00,Yakovlev YAK-40,37,33,4,0,0,0,attempting take aircraft struck military bus crossed runway,Armenia,Comerciales,Avion
1998-10-25,00:00,Britten-Norman BN-2A-3 Islander,11,10,1,4,3,1,crashed rwenzori mountains,Uganda,Comerciales,Avion
1998-11-01,13:00,Douglas DC-3C,18,16,2,11,9,2,aircraft crashed mountainous terrain fog rain 44 minutes leaving playa grande guatemala plane returning medical clinic 3 days remote jungles playa grande one seen doctor,Guatemala,Comerciales,Avion
1998-11-11,11:00,Antonov AN-12,13,7,6,13,7,6,aircraft carrying freight seven passengers crashed burned 25 km krasnoyarsk 4 minutes taking snowstorm icing,Russia,Comerciales,Avion
1998-11-21,17:00,Burgess RV-6 experimental,1,0,1,1,0,1,homebuilt plane attempting land lee airport maryland crashed beards creek coming rest inverted 18 feet water actor william gardner knight 56 piloting aircraft killed pilots failure maintain adequate altitudeclearance trees contributing accident pilots unfamiliarity geographic location dark night conditions,EE.UU,Privados,Avion
1998-12-07,11:00,Britten-Norman Trislander,10,8,2,7,6,1,aircraft crashed st lawrence river shallow water 2km runway taking pointlebel,Canada,Comerciales,Avion
1998-12-11,19:00,Airbus A-310-204,146,132,14,102,91,11,plane crashed 2 miles southwest surat thani airport accident occurred poor visibility heavy rain third landing attempt plane could gain altitude crashed paddy field first reports suggest aircraft stalled pancaked ground tail first spatial disorientation nose pitched sharply nighttime approach stormy weather pilot error,Thailand,Comerciales,Avion
1998-12-14,00:00,Antonov AN-12BP,11,6,5,11,6,5,leased aircraft shot unita rebels flew fl 150 carrying relief supplies,Angola,Comerciales,Avion
1998-12-17,00:00,Antonov 12,10,2,8,1,0,0,encountering vehicle runway crew attempted goaround aircraft touched nosehigh attitude crashed,Angola,Comerciales,Avion
